code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,is_attrition,date_registration,module_presentation_length,early_assessment_count_expected,early_assessment_weight_expected,assessment_submission_count_early,assessment_score_mean_early,assessment_score_std_early,assessment_score_max_early,assessment_score_min_early,assessment_weighted_score_sum_early,assessment_mean_submission_delay_early,assessment_late_submission_count_early,assessment_banked_count_early,assessment_type_count_cma_early,assessment_type_count_tma_early,vle_total_clicks_early,vle_event_count_early,vle_active_days_early,vle_unique_sites_early,vle_clicks_dataplus_early,vle_clicks_dualpane_early,vle_clicks_externalquiz_early,vle_clicks_forumng_early,vle_clicks_glossary_early,vle_clicks_homepage_early,vle_clicks_htmlactivity_early,vle_clicks_oucollaborate_early,vle_clicks_oucontent_early,vle_clicks_ouelluminate_early,vle_clicks_ouwiki_early,vle_clicks_page_early,vle_clicks_questionnaire_early,vle_clicks_quiz_early,vle_clicks_repeatactivity_early,vle_clicks_resource_early,vle_clicks_sharedsubpage_early,vle_clicks_subpage_early,vle_clicks_url_early,assessment_submission_ratio_early,assessment_weighted_score_ratio_early,registration_lead_days
DDD,2013J,524791,F,Yorkshire Region,Lower Than A Level,40-50%,0-35,0,120,N,Fail,0,-67.0,261,2,22.5,2.0,66.5,2.1213203435596424,68.0,65.0,15.0,2.0,1.0,0.0,0.0,2.0,525.0,199.0,28.0,62.0,0.0,0.0,4.0,111.0,0.0,99.0,0.0,0.0,102.0,0.0,60.0,0.0,0.0,0.0,0.0,12.0,0.0,121.0,16.0,1.0,0.6666666666666666,67.0
DDD,2013J,525189,M,East Midlands Region,Lower Than A Level,90-100%,0-35,1,60,N,Withdrawn,1,-72.0,261,2,22.5,2.0,50.0,32.526911934581186,73.0,27.0,10.675,-2.5,0.0,0.0,0.0,2.0,54.0,29.0,10.0,11.0,0.0,0.0,4.0,11.0,0.0,20.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,0.4744444444444445,72.0
DDD,2013J,525456,F,East Anglian Region,A Level or Equivalent,0-10%,0-35,0,60,Y,Pass,0,-60.0,261,2,22.5,2.0,62.5,2.1213203435596424,64.0,61.0,14.1,-1.0,0.0,0.0,0.0,2.0,519.0,169.0,45.0,27.0,0.0,0.0,0.0,153.0,0.0,152.0,0.0,6.0,145.0,0.0,32.0,0.0,0.0,0.0,0.0,11.0,0.0,14.0,6.0,1.0,0.6266666666666667,60.0
DDD,2013J,525472,M,East Anglian Region,Lower Than A Level,50-60%,0-35,0,60,N,Distinction,0,-36.0,261,2,22.5,2.0,91.5,3.5355339059327378,94.0,89.0,20.525,-1.0,0.0,0.0,0.0,2.0,553.0,271.0,48.0,71.0,0.0,0.0,2.0,237.0,0.0,100.0,0.0,14.0,40.0,0.0,31.0,0.0,0.0,0.0,0.0,27.0,0.0,89.0,13.0,1.0,0.9122222222222222,36.0
DDD,2013J,525800,F,East Anglian Region,No Formal quals,10-20,0-35,1,60,N,Withdrawn,1,-145.0,261,2,22.5,1.0,62.0,0.0,62.0,62.0,6.2,-14.0,0.0,0.0,0.0,1.0,183.0,82.0,24.0,22.0,0.0,0.0,7.0,64.0,0.0,60.0,0.0,3.0,16.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,23.0,4.0,0.5,0.27555555555555555,145.0
DDD,2013J,526098,M,North Region,Post Graduate Qualification,,0-35,0,150,N,Withdrawn,1,-134.0,261,2,22.5,2.0,92.0,1.4142135623730951,93.0,91.0,20.725,-2.5,0.0,0.0,0.0,2.0,576.0,279.0,46.0,80.0,0.0,0.0,8.0,155.0,0.0,160.0,0.0,11.0,24.0,0.0,17.0,0.0,0.0,0.0,0.0,34.0,0.0,156.0,11.0,1.0,0.9211111111111112,134.0
DDD,2013J,526158,M,South Region,Lower Than A Level,80-90%,35-55,0,60,N,Pass,0,-121.0,261,2,22.5,2.0,75.0,2.8284271247461903,77.0,73.0,16.825,0.0,0.0,0.0,0.0,2.0,336.0,143.0,15.0,58.0,0.0,0.0,0.0,20.0,0.0,38.0,0.0,0.0,30.0,0.0,44.0,0.0,0.0,0.0,0.0,39.0,0.0,164.0,1.0,1.0,0.7477777777777778,121.0
DDD,2013J,526242,F,South West Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,0,-99.0,261,2,22.5,2.0,89.0,0.0,89.0,89.0,20.025,-2.5,0.0,0.0,0.0,2.0,621.0,258.0,36.0,92.0,0.0,0.0,4.0,135.0,0.0,162.0,0.0,6.0,80.0,0.0,24.0,0.0,0.0,0.0,0.0,26.0,0.0,168.0,16.0,1.0,0.8899999999999999,99.0
DDD,2013J,526659,F,East Midlands Region,A Level or Equivalent,70-80%,0-35,0,90,N,Withdrawn,1,-92.0,261,2,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,338.0,162.0,17.0,62.0,0.0,0.0,2.0,21.0,0.0,109.0,0.0,0.0,65.0,0.0,4.0,0.0,0.0,0.0,0.0,33.0,0.0,90.0,14.0,0.0,0.0,92.0
DDD,2013J,526679,F,Yorkshire Region,A Level or Equivalent,70-80%,35-55,0,60,N,Pass,0,-157.0,261,2,22.5,2.0,76.5,20.506096654409877,91.0,62.0,17.575,-6.5,0.0,0.0,0.0,2.0,961.0,395.0,72.0,90.0,0.0,0.0,10.0,289.0,0.0,292.0,0.0,6.0,84.0,0.0,60.0,0.0,0.0,0.0,0.0,29.0,0.0,169.0,22.0,1.0,0.7811111111111111,157.0
DDD,2013J,527427,F,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,90,N,Pass,0,-192.0,261,2,22.5,2.0,56.0,4.242640687119285,59.0,53.0,12.525,7.0,1.0,0.0,0.0,2.0,170.0,70.0,16.0,24.0,0.0,0.0,2.0,9.0,0.0,45.0,0.0,0.0,56.0,0.0,12.0,0.0,0.0,0.0,0.0,15.0,0.0,29.0,2.0,1.0,0.5566666666666666,192.0
DDD,2013J,527574,F,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,Pass,0,-114.0,261,2,22.5,2.0,94.0,1.4142135623730951,95.0,93.0,21.175,-1.5,0.0,0.0,0.0,2.0,639.0,339.0,53.0,83.0,0.0,0.0,18.0,125.0,2.0,165.0,0.0,1.0,110.0,0.0,48.0,0.0,0.0,0.0,0.0,43.0,0.0,110.0,17.0,1.0,0.9411111111111111,114.0
DDD,2013J,527751,M,South East Region,Lower Than A Level,10-20,35-55,0,60,N,Fail,0,-134.0,261,2,22.5,2.0,62.0,1.4142135623730951,63.0,61.0,13.975,1.0,1.0,0.0,0.0,2.0,308.0,139.0,16.0,86.0,0.0,0.0,3.0,3.0,0.0,82.0,0.0,0.0,36.0,0.0,28.0,0.0,0.0,0.0,0.0,27.0,0.0,115.0,14.0,1.0,0.6211111111111111,134.0
DDD,2013J,527954,F,North Western Region,A Level or Equivalent,90-100%,0-35,0,210,N,Fail,0,-25.0,261,2,22.5,2.0,62.5,2.1213203435596424,64.0,61.0,14.025,-1.0,0.0,0.0,0.0,2.0,371.0,156.0,23.0,63.0,0.0,0.0,9.0,65.0,0.0,77.0,0.0,0.0,55.0,0.0,38.0,0.0,0.0,0.0,0.0,23.0,0.0,93.0,11.0,1.0,0.6233333333333333,25.0
DDD,2013J,528467,M,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,120,N,Pass,0,-53.0,261,2,22.5,2.0,86.0,0.0,86.0,86.0,19.35,2.5,2.0,0.0,0.0,2.0,464.0,185.0,38.0,51.0,0.0,0.0,4.0,126.0,11.0,162.0,0.0,0.0,53.0,0.0,20.0,0.0,0.0,0.0,0.0,16.0,0.0,54.0,18.0,1.0,0.8600000000000001,53.0
DDD,2013J,528551,F,North Region,A Level or Equivalent,,0-35,0,120,N,Pass,0,-44.0,261,2,22.5,2.0,87.0,7.0710678118654755,92.0,82.0,19.7,0.0,0.0,0.0,0.0,2.0,740.0,306.0,46.0,110.0,0.0,0.0,3.0,220.0,0.0,147.0,0.0,9.0,56.0,0.0,25.0,0.0,0.0,0.0,0.0,41.0,0.0,215.0,24.0,1.0,0.8755555555555555,44.0
DDD,2013J,528892,M,South West Region,A Level or Equivalent,30-40%,0-35,0,90,N,Pass,0,-59.0,261,2,22.5,2.0,74.0,1.4142135623730951,75.0,73.0,16.675,-1.0,0.0,0.0,0.0,2.0,305.0,168.0,29.0,68.0,0.0,0.0,3.0,50.0,0.0,70.0,0.0,2.0,51.0,0.0,40.0,0.0,0.0,0.0,0.0,23.0,0.0,59.0,7.0,1.0,0.7411111111111112,59.0
DDD,2013J,528971,F,East Anglian Region,A Level or Equivalent,10-20,0-35,0,60,N,Fail,0,-205.0,261,2,22.5,2.0,65.5,2.1213203435596424,67.0,64.0,14.775,-1.5,0.0,0.0,0.0,2.0,1071.0,501.0,72.0,125.0,0.0,0.0,5.0,307.0,2.0,301.0,0.0,22.0,102.0,0.0,45.0,0.0,0.0,0.0,0.0,108.0,0.0,146.0,33.0,1.0,0.6566666666666667,205.0
DDD,2013J,529073,M,North Western Region,Lower Than A Level,60-70%,0-35,0,100,N,Withdrawn,1,-32.0,261,2,22.5,2.0,62.0,7.0710678118654755,67.0,57.0,14.075,3.0,1.0,0.0,0.0,2.0,385.0,172.0,46.0,40.0,0.0,0.0,1.0,118.0,0.0,122.0,0.0,0.0,71.0,0.0,20.0,0.0,0.0,0.0,0.0,13.0,0.0,33.0,7.0,1.0,0.6255555555555555,32.0
DDD,2013J,529226,M,East Anglian Region,A Level or Equivalent,60-70%,0-35,1,60,N,Fail,0,-152.0,261,2,22.5,2.0,63.0,2.8284271247461903,65.0,61.0,14.225,-1.5,0.0,0.0,0.0,2.0,140.0,69.0,12.0,29.0,0.0,0.0,0.0,54.0,0.0,29.0,0.0,1.0,15.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,28.0,6.0,1.0,0.6322222222222222,152.0
DDD,2013J,529522,F,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,60,N,Fail,0,-169.0,261,2,22.5,2.0,68.0,12.727922061357855,77.0,59.0,15.075,-1.0,0.0,0.0,0.0,2.0,87.0,30.0,9.0,15.0,0.0,0.0,3.0,21.0,0.0,19.0,0.0,0.0,30.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,1.0,1.0,0.6699999999999999,169.0
DDD,2013J,529670,M,Yorkshire Region,Lower Than A Level,80-90%,0-35,1,60,N,Withdrawn,1,-192.0,261,2,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.0
DDD,2013J,529868,F,London Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,0,-53.0,261,2,22.5,2.0,82.5,4.949747468305833,86.0,79.0,18.65,-1.0,0.0,0.0,0.0,2.0,452.0,194.0,35.0,57.0,0.0,0.0,14.0,84.0,0.0,123.0,0.0,0.0,89.0,0.0,25.0,0.0,0.0,0.0,0.0,21.0,0.0,80.0,16.0,1.0,0.8288888888888888,53.0
DDD,2013J,530270,M,South Region,A Level or Equivalent,50-60%,0-35,1,180,N,Withdrawn,1,-127.0,261,2,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,32.0,11.0,10.0,0.0,0.0,7.0,0.0,0.0,26.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,0.0,127.0
DDD,2013J,530519,M,South Region,Lower Than A Level,40-50%,0-35,0,60,N,Withdrawn,1,-74.0,261,2,22.5,1.0,63.0,0.0,63.0,63.0,6.3,-2.0,0.0,0.0,0.0,1.0,334.0,125.0,24.0,47.0,0.0,0.0,2.0,39.0,0.0,116.0,0.0,2.0,58.0,0.0,15.0,0.0,0.0,0.0,0.0,11.0,0.0,86.0,5.0,0.5,0.27999999999999997,74.0
DDD,2013J,530967,M,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,0,-169.0,261,2,22.5,2.0,56.5,30.405591591021544,78.0,35.0,12.175,-1.0,0.0,0.0,0.0,2.0,215.0,105.0,19.0,38.0,0.0,0.0,2.0,43.0,0.0,54.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,35.0,1.0,1.0,0.5411111111111111,169.0
DDD,2013J,531234,F,West Midlands Region,Lower Than A Level,70-80%,35-55,0,120,N,Withdrawn,1,-74.0,261,2,22.5,1.0,81.0,0.0,81.0,81.0,8.1,0.0,0.0,0.0,0.0,1.0,456.0,167.0,28.0,52.0,0.0,0.0,1.0,151.0,0.0,150.0,0.0,7.0,23.0,0.0,26.0,0.0,0.0,0.0,0.0,12.0,0.0,73.0,13.0,0.5,0.36,74.0
DDD,2013J,531402,F,London Region,HE Qualification,90-100%,35-55,0,60,N,Pass,0,-50.0,261,2,22.5,2.0,84.5,0.7071067811865476,85.0,84.0,19.025,-1.0,0.0,0.0,0.0,2.0,581.0,276.0,30.0,85.0,0.0,0.0,13.0,70.0,0.0,161.0,0.0,2.0,57.0,0.0,53.0,0.0,0.0,0.0,0.0,47.0,0.0,162.0,16.0,1.0,0.8455555555555555,50.0
DDD,2013J,531888,F,East Anglian Region,Lower Than A Level,40-50%,35-55,1,60,N,Fail,0,-60.0,261,2,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0
DDD,2013J,532020,M,Scotland,HE Qualification,30-40%,0-35,0,90,N,Pass,0,-85.0,261,2,22.5,2.0,86.0,4.242640687119285,89.0,83.0,19.425,-2.0,0.0,0.0,0.0,2.0,463.0,190.0,27.0,50.0,0.0,0.0,6.0,164.0,0.0,93.0,0.0,1.0,63.0,0.0,25.0,0.0,0.0,0.0,0.0,43.0,0.0,53.0,15.0,1.0,0.8633333333333334,85.0
DDD,2013J,532116,F,South Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,0,-37.0,261,2,22.5,2.0,75.5,0.7071067811865476,76.0,75.0,17.0,-3.0,0.0,0.0,0.0,2.0,386.0,121.0,17.0,47.0,0.0,0.0,1.0,204.0,1.0,72.0,0.0,0.0,32.0,0.0,11.0,0.0,0.0,0.0,0.0,6.0,0.0,51.0,8.0,1.0,0.7555555555555555,37.0
DDD,2013J,532144,M,London Region,A Level or Equivalent,40-50%,35-55,2,60,N,Pass,0,-23.0,261,2,22.5,2.0,63.5,16.263455967290593,75.0,52.0,14.0,11.5,2.0,0.0,0.0,2.0,137.0,73.0,14.0,30.0,0.0,0.0,0.0,27.0,0.0,30.0,0.0,0.0,13.0,0.0,15.0,0.0,0.0,0.0,0.0,18.0,0.0,29.0,5.0,1.0,0.6222222222222222,23.0
DDD,2013J,532683,F,Scotland,A Level or Equivalent,70-80%,0-35,0,60,N,Withdrawn,1,-22.0,261,2,22.5,2.0,27.0,24.041630560342615,44.0,10.0,5.65,7.0,1.0,0.0,0.0,2.0,42.0,21.0,5.0,12.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,0.2511111111111111,22.0
DDD,2013J,532859,M,Scotland,HE Qualification,20-30%,0-35,0,180,N,Withdrawn,1,-12.0,261,2,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,35.0,11.0,22.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,12.0,1.0,0.0,0.0,12.0
DDD,2013J,532863,M,South West Region,Lower Than A Level,30-40%,0-35,0,60,N,Fail,0,-45.0,261,2,22.5,1.0,78.0,0.0,78.0,78.0,7.8,13.0,1.0,0.0,0.0,1.0,458.0,193.0,37.0,43.0,0.0,0.0,1.0,166.0,0.0,146.0,0.0,0.0,27.0,0.0,38.0,0.0,0.0,0.0,0.0,9.0,0.0,58.0,13.0,0.5,0.3466666666666667,45.0
DDD,2013J,532941,M,East Anglian Region,Lower Than A Level,90-100%,0-35,1,90,Y,Fail,0,-152.0,261,2,22.5,2.0,50.0,11.313708498984761,58.0,42.0,11.45,3.5,1.0,0.0,0.0,2.0,62.0,47.0,10.0,28.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,24.0,1.0,1.0,0.5088888888888888,152.0
DDD,2013J,533988,M,West Midlands Region,Lower Than A Level,30-40%,35-55,0,60,N,Pass,0,-94.0,261,2,22.5,2.0,64.5,12.020815280171307,73.0,56.0,14.725,-0.5,0.0,0.0,0.0,2.0,568.0,230.0,45.0,67.0,0.0,0.0,5.0,106.0,0.0,156.0,0.0,2.0,134.0,0.0,41.0,0.0,0.0,0.0,0.0,33.0,0.0,75.0,16.0,1.0,0.6544444444444444,94.0
DDD,2013J,534093,M,Yorkshire Region,A Level or Equivalent,60-70%,35-55,0,60,N,Pass,0,-58.0,261,2,22.5,2.0,84.0,2.8284271247461903,86.0,82.0,18.85,-3.5,0.0,0.0,0.0,2.0,589.0,293.0,55.0,73.0,0.0,0.0,2.0,199.0,0.0,179.0,0.0,6.0,51.0,0.0,26.0,0.0,0.0,0.0,0.0,35.0,0.0,75.0,16.0,1.0,0.8377777777777778,58.0
DDD,2013J,535161,M,West Midlands Region,Lower Than A Level,80-90%,0-35,1,60,N,Pass,0,-143.0,261,2,22.5,2.0,92.0,1.4142135623730951,93.0,91.0,20.675,-2.0,0.0,0.0,0.0,2.0,294.0,106.0,24.0,34.0,0.0,0.0,4.0,81.0,0.0,73.0,0.0,1.0,62.0,0.0,20.0,0.0,0.0,0.0,0.0,17.0,0.0,34.0,2.0,1.0,0.9188888888888889,143.0
DDD,2013J,535220,M,East Anglian Region,Lower Than A Level,90-100%,0-35,0,60,N,Withdrawn,1,-106.0,261,2,22.5,2.0,17.5,7.7781745930520225,23.0,12.0,3.8,9.0,2.0,0.0,0.0,2.0,146.0,51.0,13.0,21.0,0.0,0.0,2.0,21.0,0.0,31.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,42.0,2.0,1.0,0.1688888888888889,106.0
DDD,2013J,535351,M,North Western Region,Lower Than A Level,50-60%,0-35,0,120,N,Fail,0,-51.0,261,2,22.5,1.0,71.0,0.0,71.0,71.0,7.1,2.0,1.0,0.0,0.0,1.0,465.0,144.0,26.0,33.0,0.0,0.0,1.0,146.0,0.0,128.0,0.0,0.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,78.0,19.0,0.5,0.31555555555555553,51.0
DDD,2013J,535632,F,North Western Region,A Level or Equivalent,0-10%,0-35,0,60,N,Fail,0,-25.0,261,2,22.5,2.0,63.0,9.899494936611665,70.0,56.0,14.35,2.0,2.0,0.0,0.0,2.0,208.0,95.0,15.0,48.0,0.0,0.0,7.0,39.0,0.0,72.0,0.0,2.0,25.0,0.0,2.0,0.0,0.0,0.0,0.0,10.0,0.0,38.0,13.0,1.0,0.6377777777777778,25.0
DDD,2013J,535707,F,Ireland,A Level or Equivalent,10-20,0-35,1,90,N,Withdrawn,1,-36.0,261,2,22.5,2.0,50.5,24.748737341529164,68.0,33.0,10.925,7.0,1.0,0.0,0.0,2.0,379.0,181.0,19.0,86.0,0.0,0.0,12.0,41.0,0.0,71.0,0.0,5.0,82.0,0.0,7.0,0.0,0.0,0.0,0.0,27.0,0.0,121.0,13.0,1.0,0.4855555555555556,36.0
DDD,2013J,535794,F,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,Fail,0,-37.0,261,2,22.5,2.0,47.0,7.0710678118654755,52.0,42.0,10.45,0.0,1.0,0.0,0.0,2.0,419.0,155.0,27.0,48.0,0.0,0.0,5.0,56.0,0.0,79.0,0.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,113.0,11.0,1.0,0.46444444444444444,37.0
DDD,2013J,536199,M,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,0,-42.0,261,2,22.5,2.0,66.0,7.0710678118654755,71.0,61.0,14.725,5.0,1.0,0.0,0.0,2.0,199.0,90.0,15.0,43.0,0.0,0.0,6.0,24.0,0.0,37.0,0.0,0.0,45.0,0.0,11.0,0.0,0.0,0.0,0.0,15.0,0.0,55.0,6.0,1.0,0.6544444444444444,42.0
DDD,2013J,536210,M,Ireland,Lower Than A Level,0-10%,0-35,1,60,Y,Withdrawn,1,-107.0,261,2,22.5,2.0,68.0,0.0,68.0,68.0,15.3,-40.0,0.0,2.0,0.0,2.0,41.0,16.0,6.0,4.0,0.0,0.0,0.0,22.0,0.0,15.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.68,107.0
DDD,2013J,536979,M,Scotland,HE Qualification,20-30%,0-35,0,120,N,Fail,0,-73.0,261,2,22.5,2.0,62.0,1.4142135623730951,63.0,61.0,13.925,0.0,0.0,0.0,0.0,2.0,224.0,106.0,31.0,39.0,0.0,0.0,5.0,14.0,0.0,71.0,0.0,0.0,66.0,0.0,4.0,0.0,0.0,0.0,0.0,22.0,0.0,37.0,5.0,1.0,0.6188888888888889,73.0
DDD,2013J,537652,F,South Region,Lower Than A Level,70-80%,35-55,1,90,N,Withdrawn,1,-148.0,261,2,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.0
DDD,2013J,537691,F,North Region,Lower Than A Level,,0-35,0,90,N,Withdrawn,1,-190.0,261,2,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,31.0,7.0,16.0,0.0,0.0,1.0,20.0,0.0,23.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,9.0,0.0,0.0,0.0,190.0
DDD,2013J,537747,F,North Region,HE Qualification,,35-55,0,60,N,Pass,0,-192.0,261,2,22.5,2.0,88.0,1.4142135623730951,89.0,87.0,19.775,-2.0,0.0,0.0,0.0,2.0,717.0,343.0,42.0,125.0,0.0,0.0,12.0,262.0,5.0,104.0,0.0,8.0,23.0,0.0,47.0,0.0,0.0,0.0,0.0,42.0,0.0,193.0,21.0,1.0,0.8788888888888888,192.0
DDD,2013J,537811,F,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,Y,Distinction,0,-37.0,261,2,22.5,2.0,89.0,0.0,89.0,89.0,20.025,-4.5,0.0,0.0,0.0,2.0,2386.0,735.0,93.0,155.0,0.0,0.0,0.0,606.0,58.0,968.0,0.0,41.0,54.0,0.0,135.0,0.0,0.0,0.0,0.0,80.0,0.0,306.0,138.0,1.0,0.8899999999999999,37.0
DDD,2013J,537918,F,South East Region,A Level or Equivalent,40-50%,35-55,1,60,N,Fail,0,-36.0,261,2,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,38.0,12.0,11.0,0.0,0.0,3.0,30.0,0.0,36.0,0.0,9.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,36.0
DDD,2013J,537962,M,East Anglian Region,Lower Than A Level,70-80%,0-35,0,60,N,Pass,0,-37.0,261,2,22.5,2.0,60.5,4.949747468305833,64.0,57.0,13.525,-1.5,0.0,0.0,0.0,2.0,410.0,188.0,28.0,56.0,0.0,0.0,8.0,77.0,0.0,141.0,0.0,5.0,62.0,0.0,20.0,0.0,0.0,0.0,0.0,14.0,0.0,78.0,5.0,1.0,0.6011111111111112,37.0
DDD,2013J,538863,F,North Western Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,0,-45.0,261,2,22.5,2.0,88.0,2.8284271247461903,90.0,86.0,19.85,-3.0,0.0,0.0,0.0,2.0,489.0,210.0,38.0,54.0,0.0,0.0,4.0,172.0,0.0,146.0,0.0,7.0,44.0,0.0,31.0,0.0,0.0,0.0,0.0,7.0,0.0,66.0,12.0,1.0,0.8822222222222222,45.0
DDD,2013J,538903,M,East Midlands Region,Lower Than A Level,20-30%,0-35,0,60,Y,Pass,0,-55.0,261,2,22.5,2.0,60.0,4.242640687119285,63.0,57.0,13.425,-1.5,0.0,0.0,0.0,2.0,327.0,156.0,40.0,43.0,0.0,0.0,0.0,57.0,0.0,116.0,0.0,0.0,77.0,0.0,13.0,0.0,0.0,0.0,0.0,23.0,0.0,22.0,19.0,1.0,0.5966666666666667,55.0
DDD,2013J,539872,F,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,120,N,Withdrawn,1,-192.0,261,2,22.5,1.0,83.0,0.0,83.0,83.0,8.3,-2.0,0.0,0.0,0.0,1.0,297.0,110.0,22.0,34.0,0.0,0.0,3.0,132.0,0.0,78.0,0.0,6.0,17.0,0.0,11.0,0.0,0.0,0.0,0.0,8.0,0.0,34.0,8.0,0.5,0.36888888888888893,192.0
DDD,2013J,540806,F,East Anglian Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,0,-202.0,261,2,22.5,2.0,89.5,0.7071067811865476,90.0,89.0,20.125,0.0,0.0,0.0,0.0,2.0,1093.0,319.0,53.0,98.0,0.0,0.0,2.0,181.0,3.0,509.0,0.0,17.0,91.0,0.0,38.0,0.0,0.0,0.0,0.0,73.0,0.0,149.0,30.0,1.0,0.8944444444444445,202.0
DDD,2013J,540947,M,Yorkshire Region,Lower Than A Level,40-50%,0-35,0,150,N,Pass,0,-156.0,261,2,22.5,2.0,80.0,2.8284271247461903,82.0,78.0,18.05,-10.0,0.0,0.0,0.0,2.0,932.0,394.0,59.0,100.0,0.0,0.0,8.0,254.0,46.0,250.0,0.0,3.0,45.0,0.0,23.0,0.0,0.0,0.0,0.0,39.0,0.0,237.0,27.0,1.0,0.8022222222222223,156.0
DDD,2013J,541108,F,East Anglian Region,Lower Than A Level,70-80%,35-55,0,60,Y,Pass,0,-198.0,261,2,22.5,2.0,59.5,6.363961030678928,64.0,55.0,13.275,-1.0,0.0,0.0,0.0,2.0,270.0,125.0,25.0,45.0,0.0,0.0,1.0,48.0,2.0,74.0,0.0,5.0,51.0,0.0,34.0,0.0,0.0,0.0,0.0,13.0,0.0,39.0,3.0,1.0,0.59,198.0
DDD,2013J,541482,M,East Anglian Region,Lower Than A Level,0-10%,0-35,1,60,N,Pass,0,-67.0,261,2,22.5,2.0,70.5,6.363961030678928,75.0,66.0,15.75,0.5,1.0,0.0,0.0,2.0,578.0,173.0,41.0,58.0,0.0,0.0,11.0,33.0,2.0,133.0,0.0,0.0,256.0,0.0,28.0,0.0,0.0,0.0,0.0,29.0,0.0,82.0,4.0,1.0,0.7,67.0
DDD,2013J,542180,F,South West Region,Lower Than A Level,40-50%,0-35,0,240,Y,Pass,0,-34.0,261,2,22.5,2.0,79.5,7.7781745930520225,85.0,74.0,17.75,-0.5,0.0,0.0,0.0,2.0,466.0,231.0,33.0,78.0,0.0,0.0,0.0,80.0,0.0,86.0,0.0,4.0,79.0,0.0,37.0,0.0,0.0,0.0,0.0,28.0,0.0,140.0,12.0,1.0,0.7888888888888889,34.0
